"language","enjoyment","gender","age","comments","understand","education","approval_time","odb_stim","odb_param","odb_scale","screen_width","screen_height","condition","order","category_type","scale_factor_radius","scale_factor_orientation","browser","trial_number","trial_type","test_response","orientation_trial_stim","radius_change_stim","within_block_trial_number","radius_change_param","orientation_trial_param","radius_trial_param","orientation_response_stim","radius_response_param","block","orientation_change_param","radius_response_stim","trial_category","rt","orientation_change_stim","correct","radius_trial_stim","orientation_response_param","orientation_change","radius_change","quadrant","orientation_trial","orientation_response","radius_response","subids","block_factor"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",24,"test","B",NA,NA,24,NA,169,464,NA,NA,1,NA,NA,"B",1750,NA,TRUE,215,NA,NA,NA,4,134,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",25,"test","B",NA,NA,25,NA,333,454,NA,NA,1,NA,NA,"B",7353,NA,TRUE,212,NA,NA,NA,2,175,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",26,"test","A",NA,NA,26,NA,249,360,NA,NA,1,NA,NA,"B",2981,NA,FALSE,185,NA,NA,NA,4,154,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",27,"test","A",NA,NA,27,NA,506,516,NA,NA,1,NA,NA,"B",911,NA,FALSE,230,NA,NA,NA,2,218,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",28,"test","B",NA,NA,28,NA,95,236,NA,NA,1,NA,NA,"B",1015,NA,TRUE,148,NA,NA,NA,3,115,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",29,"test","B",NA,NA,29,NA,160,76,NA,NA,1,NA,NA,"A",670,NA,FALSE,102,NA,NA,NA,3,132,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",30,"test","B",NA,NA,30,NA,166,235,NA,NA,1,NA,NA,"B",748,NA,TRUE,148,NA,NA,NA,3,133,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",31,"test","A",NA,NA,31,NA,441,234,NA,NA,1,NA,NA,"A",1352,NA,TRUE,148,NA,NA,NA,1,202,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",32,"test","A",NA,NA,32,NA,456,33,NA,NA,1,NA,NA,"A",754,NA,TRUE,89,NA,NA,NA,1,206,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",33,"test","A",NA,NA,33,NA,86,423,NA,NA,1,NA,NA,"B",1845,NA,FALSE,203,NA,NA,NA,4,113,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",34,"test","A",NA,NA,34,NA,355,256,NA,NA,1,NA,NA,"A",1119,NA,TRUE,154,NA,NA,NA,1,180,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",35,"test","A",NA,NA,35,NA,360,70,NA,NA,1,NA,NA,"A",718,NA,TRUE,100,NA,NA,NA,1,182,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",36,"test","B",NA,NA,36,NA,367,507,NA,NA,1,NA,NA,"B",1262,NA,TRUE,228,NA,NA,NA,2,183,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",37,"test","B",NA,NA,37,NA,90,323,NA,NA,1,NA,NA,"B",1385,NA,TRUE,174,NA,NA,NA,4,114,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",38,"test","B",NA,NA,38,NA,195,576,NA,NA,1,NA,NA,"B",5294,NA,TRUE,248,NA,NA,NA,4,140,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",39,"test","B",NA,NA,39,NA,226,579,NA,NA,1,NA,NA,"B",708,NA,TRUE,249,NA,NA,NA,4,148,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",40,"test","B",NA,NA,40,NA,177,592,NA,NA,1,NA,NA,"B",714,NA,TRUE,252,NA,NA,NA,4,136,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",41,"test","A",NA,NA,41,NA,295,39,NA,NA,1,NA,NA,"A",1007,NA,TRUE,91,NA,NA,NA,3,165,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",42,"test","A",NA,NA,42,NA,12,304,NA,NA,1,NA,NA,"B",1006,NA,FALSE,168,NA,NA,NA,4,95,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",43,"test","A",NA,NA,43,NA,373,399,NA,NA,1,NA,NA,"B",843,NA,FALSE,196,NA,NA,NA,2,185,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",44,"test","B",NA,NA,44,NA,216,175,NA,NA,1,NA,NA,"A",991,NA,FALSE,131,NA,NA,NA,3,146,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",45,"test","B",NA,NA,45,NA,82,107,NA,NA,1,NA,NA,"B",963,NA,TRUE,111,NA,NA,NA,3,112,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",46,"test","B",NA,NA,46,NA,310,213,NA,NA,1,NA,NA,"A",1153,NA,FALSE,142,NA,NA,NA,1,169,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",47,"test","A",NA,NA,47,NA,410,438,NA,NA,1,NA,NA,"B",1181,NA,FALSE,207,NA,NA,NA,2,194,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",48,"test","B",NA,NA,48,NA,174,139,NA,NA,1,NA,NA,"A",1021,NA,FALSE,120,NA,NA,NA,3,135,NA,NA,"1","1"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",49,"training","NA",181,NA,1,NA,356,278,NA,NA,2,NA,NA,"B",11741,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",50,"training","NA",153,NA,2,NA,244,377,NA,NA,2,NA,NA,"B",9199,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",51,"training","NA",184,NA,3,NA,368,189,NA,NA,2,NA,NA,"A",7345,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",52,"training","NA",173,NA,4,NA,324,425,NA,NA,2,NA,NA,"B",35790,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",53,"training","NA",174,NA,5,NA,328,315,NA,NA,2,NA,NA,"B",13811,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",54,"training","NA",175,NA,6,NA,332,165,NA,NA,2,NA,NA,"A",9956,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",55,"training","NA",217,NA,7,NA,500,216,NA,NA,2,NA,NA,"A",7959,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",56,"training","NA",187,NA,8,NA,380,274,NA,NA,2,NA,NA,"A",8333,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",57,"training","NA",120,NA,9,NA,112,281,NA,NA,2,NA,NA,"B",8953,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",58,"training","NA",175,NA,10,NA,332,250,NA,NA,2,NA,NA,"A",8494,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",59,"training","NA",173,NA,11,NA,324,398,NA,NA,2,NA,NA,"A",6261,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",60,"training","NA",151,NA,12,NA,236,425,NA,NA,2,NA,NA,"B",9282,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",61,"training","NA",163,NA,13,NA,284,329,NA,NA,2,NA,NA,"A",3893,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",62,"training","NA",136,NA,14,NA,176,329,NA,NA,2,NA,NA,"B",6255,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",63,"training","NA",162,NA,15,NA,280,377,NA,NA,2,NA,NA,"B",6296,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",64,"training","NA",196,NA,16,NA,416,336,NA,NA,2,NA,NA,"A",4130,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",65,"test","B",NA,NA,17,NA,108,509,NA,NA,2,NA,NA,"B",7012,NA,TRUE,228,NA,NA,NA,4,119,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",66,"test","B",NA,NA,18,NA,295,584,NA,NA,2,NA,NA,"B",3868,NA,TRUE,250,NA,NA,NA,4,165,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",67,"test","B",NA,NA,19,NA,48,323,NA,NA,2,NA,NA,"B",3956,NA,TRUE,174,NA,NA,NA,4,104,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",68,"test","A",NA,NA,20,NA,581,522,NA,NA,2,NA,NA,"A",3143,NA,TRUE,232,NA,NA,NA,2,237,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",69,"test","B",NA,NA,21,NA,123,586,NA,NA,2,NA,NA,"B",2918,NA,TRUE,251,NA,NA,NA,4,122,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",70,"test","A",NA,NA,22,NA,476,288,NA,NA,2,NA,NA,"A",2699,NA,TRUE,164,NA,NA,NA,1,211,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",71,"test","B",NA,NA,23,NA,289,492,NA,NA,2,NA,NA,"B",9673,NA,TRUE,223,NA,NA,NA,4,164,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",72,"test","A",NA,NA,24,NA,526,142,NA,NA,2,NA,NA,"A",2619,NA,TRUE,121,NA,NA,NA,1,223,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",73,"test","A",NA,NA,25,NA,279,12,NA,NA,2,NA,NA,"A",8466,NA,TRUE,83,NA,NA,NA,3,161,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",74,"test","A",NA,NA,26,NA,409,526,NA,NA,2,NA,NA,"B",3756,NA,FALSE,233,NA,NA,NA,2,194,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",75,"test","A",NA,NA,27,NA,504,201,NA,NA,2,NA,NA,"A",3997,NA,TRUE,138,NA,NA,NA,1,218,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",76,"test","B",NA,NA,28,NA,184,517,NA,NA,2,NA,NA,"B",3097,NA,TRUE,231,NA,NA,NA,4,138,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",77,"test","A",NA,NA,29,NA,412,310,NA,NA,2,NA,NA,"A",2450,NA,TRUE,170,NA,NA,NA,2,195,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",78,"test","B",NA,NA,30,NA,214,140,NA,NA,2,NA,NA,"A",4117,NA,FALSE,120,NA,NA,NA,3,145,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",79,"test","A",NA,NA,31,NA,573,231,NA,NA,2,NA,NA,"A",3906,NA,TRUE,147,NA,NA,NA,1,235,NA,NA,"1","2"
"English","Average","Female","42","","Yes","Graduated College",2015-09-27 04:09:51,"y=x","y>x","radius_scale",1218,700,"receptive","order1","information-integration",3.42285714285714,3.99333333333333,"Chrome",80,"test","B",NA,NA,32,NA,229,563,NA,NA,2,NA,NA,"B",4430,NA,TRUE,244,NA,NA,NA,4,149,NA,NA,"1","2"
